ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0030150,protein import into mitochondrial matrix,9/1130,20/18903,8.70276287183762e-07,4.00078441736764e-05,3.61022884848763e-05,TIMM23/TIMM44/TOMM70/TOMM40/TIMM50/DNLZ/GRPEL2/GRPEL1/DNAJC15,9
BP,GO:0009259,ribonucleotide metabolic process,55/1130,466/18903,1.08682449807868e-06,4.94915269077903e-05,4.46601764950305e-05,PFAS/OGT/NDUFB3/NDUFS6/CLPX/NDUFB4/NDUFB8/NDUFA7/NDUFA10/LDHA/HMGCR/ALDOA/GAPDH/INSR/ENO1/APRT/ALDOC/HSPA8/UMPS/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/CAD/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/HK2/MVD/ATP5MJ/NDUFA6/TMSB4X/AMPD2/HMGCS1/DHODH/MVK/PPAT/ACACA/PDK1/PMVK/FIGNL1/NUDT8/FAR1/GCDH/RFK/FAR2/PANK2/UCK2/PANK3/NUDT5/NDUFB9,55
BP,GO:0006446,regulation of translational initiation,18/1130,82/18903,1.26212570992051e-06,5.69372037550122e-05,5.13790082405418e-05,EIF5B/CSDE1/CDC123/EIF2S1/NPM1/EIF4B/EIF1/EIF5/EIF3B/EIF3E/EIF4G2/EIF4G1/EIF2B5/EIF4H/GLE1/LARP1/EIF3K/BZW2,18
BP,GO:0002097,tRNA wobble base modification,9/1130,21/18903,1.44214878512552e-06,6.44560387574155e-05,5.81638564605204e-05,ELP1/CTU2/ELP2/ADAT2/CTU1/ELP5/GTPBP3/ELP3/MTO1,9
BP,GO:0050821,protein stabilization,32/1130,214/18903,1.51051249566885e-06,6.68921451063629e-05,6.03621507202098e-05,ASDURF/HIP1R/URI1/USP19/BAG2/GAPDH/NPM1/HSP90AB1/HSPD1/POLR2E/FLNA/CALR/PHB1/BAG6/RPL5/CDK7/CCT8/RPS7/UBE2B/HSP90AA4P/DNLZ/NCLN/PHB2/NAA15/GTPBP4/RPAP3/HPS4/DNAAF2/USP36/RUVBL2/RUVBL1/TELO2,32
BP,GO:0046037,GMP metabolic process,10/1130,27/18903,1.85273037607863e-06,8.00661634240292e-05,7.22501246821351e-05,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/ADSL/ATIC/GMPS/PPAT,10
BP,GO:0042773,ATP synthesis coupled electron transport,20/1130,101/18903,1.85776057665036e-06,8.00661634240292e-05,7.22501246821351e-05,COX7A2L/UQCRQ/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/COX5B/COX4I1/CCNB1/COX7C/NDUFS1/UQCRC1/NDUFV1/NDUFA6/CYCS/COA6/DNAJC15/NDUFB9,20
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,20/1130,101/18903,1.85776057665036e-06,8.00661634240292e-05,7.22501246821351e-05,COX7A2L/UQCRQ/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/COX5B/COX4I1/CCNB1/COX7C/NDUFS1/UQCRC1/NDUFV1/NDUFA6/CYCS/COA6/DNAJC15/NDUFB9,20
BP,GO:0006261,DNA-templated DNA replication,27/1130,166/18903,1.91804088401959e-06,8.19325959925889e-05,7.39343565726413e-05,ZPR1/CDC45/GMNN/RECQL4/MCM4/CDC34/PRIM1/LIG3/DNA2/BLM/ATR/ENDOG/SETMAR/RPAIN/CARM1/NOC3L/UPF1/DNAJA3/THOC1/TONSL/ATAD5/TWNK/CDC6/WDR18/RTF2/DDX21/POLG2,27
BP,GO:0022900,electron transport chain,28/1130,176/18903,1.9555975431956e-06,8.28041170263613e-05,7.47207999422291e-05,COX7A2L/UQCRQ/NDUFB3/IDH3B/NDUFS6/AKR7A3/NDUFB4/NDUFB8/NDUFA7/NDUFA10/COX5B/COX4I1/CYBA/CCNB1/COX7C/NDUFS1/UQCRC1/NDUFV1/NDUFA6/CYCS/COA6/CIAPIN1/THAP11/MYBBP1A/GLRX2/POLG2/DNAJC15/NDUFB9,28
BP,GO:0072522,purine-containing compound biosynthetic process,35/1130,251/18903,2.58959010355883e-06,0.00010869522982503,9.8084428819464e-05,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/APRT/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/NDUFS1/ADSL/ATIC/SHMT2/NDUFV1/GMPS/ATP5MJ/NDUFA6/PRPS1/NCS1/TMSB4X/AMPD2/PPAT/ACACA/PDK1/GCDH/PANK2/PANK3/NDUFB9,35
BP,GO:0009112,nucleobase metabolic process,11/1130,34/18903,2.65059438245168e-06,0.000110296716242192,9.95295785352547e-05,APRT/UMPS/TYMP/GART/PAICS/CAD/SHMT2/GMPS/PRPS1/DHODH/PPAT,11
BP,GO:0034504,protein localization to nucleus,40/1130,306/18903,2.6846049111992e-06,0.000110757161592808,9.99450753265165e-05,IPO5/KPNA3/NVL/DNAJB6/ZPR1/NUP155/UBR5/IPO7/POLR1A/TFRC/NPM1/HSP90AB1/FLNA/CALR/PML/RANGAP1/CCT8/KPNA2/PLK1/CSE1L/SQSTM1/BYSL/NOLC1/RRS1/NUP188/UTP25/NOL8/RPAIN/NUP93/LILRB4/IPO4/CHCHD10/TNPO1/PINX1/NMD3/PHB2/FERMT1/RPF2/IPO11/RRP7A,40
BP,GO:0006839,mitochondrial transport,29/1130,189/18903,2.73173327569929e-06,0.000111746411201699,0.000100837754637321,PDCD5/TIMM23/TIMM44/TIMM8A/HIP1R/TOMM70/TOMM40/HSPD1/CPT1A/BCAP31/HK2/PMPCA/TIMM50/DNLZ/MTERF4/GRPEL2/CHCHD10/MIPEP/BBC3/UBL5/SLC25A32/GRPEL1/HPS4/ABCB10/USP36/TIMM8B/TIMM13/DNAJC15/FLVCR1,29
BP,GO:0009152,purine ribonucleotide biosynthetic process,32/1130,220/18903,2.77547968831035e-06,0.000112581852567009,0.00010159164042661,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/APRT/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/ATP5MJ/NDUFA6/TMSB4X/AMPD2/PPAT/ACACA/PDK1/GCDH/PANK2/PANK3/NDUFB9,32
BP,GO:0000280,nuclear division,55/1130,481/18903,2.89175030855925e-06,0.000116320656161796,0.000104965462954545,UBE2C/PRMT5/CHEK1/BUB1/BUB1B/RAD1/CCNB2/INSR/TOP2A/CCNB1/FLNA/CALR/CKS2/MLH1/NAA10/RANBP1/BAG6/CENPF/PLK1/UBE2B/CDC16/RRS1/TRIP13/UBE2S/SGO2/PCID2/CEP85/FIGNL1/KIF18B/PIBF1/PSMG2/RAD51AP1/PINX1/SPDL1/AURKB/SPAG5/PHB2/KIF2C/CDC6/CENPK/NDC1/KATNB1/RIOK2/NAA50/INCENP/AAAS/BCCIP/TPX2/NSFL1C/NUDC/POLDIP2/CTDP1/RAD54B/TACC3/CCDC61,55
BP,GO:0022904,respiratory electron transport chain,22/1130,122/18903,2.98879155321076e-06,0.000119230552292135,0.000107591295756295,COX7A2L/UQCRQ/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/COX5B/COX4I1/CCNB1/COX7C/NDUFS1/UQCRC1/NDUFV1/NDUFA6/CYCS/COA6/MYBBP1A/POLG2/DNAJC15/NDUFB9,22
BP,GO:0006164,purine nucleotide biosynthetic process,34/1130,242/18903,3.02581046464376e-06,0.000119717927154389,0.00010803109320704,PFAS/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/APRT/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/ATP5MJ/NDUFA6/PRPS1/NCS1/TMSB4X/AMPD2/PPAT/ACACA/PDK1/GCDH/PANK2/PANK3/NDUFB9,34
BP,GO:0010232,vascular transport,18/1130,87/18903,3.12338000524599e-06,0.000121585123268729,0.000109716014106179,ABCC4/TFRC/INSR/SLC2A1/SLC7A1/SLC19A1/SLC7A2/SLC16A1/FABP5/SLC7A5/SLC29A2/SLC1A5/SLC27A4/SLC38A5/SLC38A2/SLC29A1/ABCA2/SLC5A6,18
BP,GO:0150104,transport across blood-brain barrier,18/1130,87/18903,3.12338000524599e-06,0.000121585123268729,0.000109716014106179,ABCC4/TFRC/INSR/SLC2A1/SLC7A1/SLC19A1/SLC7A2/SLC16A1/FABP5/SLC7A5/SLC29A2/SLC1A5/SLC27A4/SLC38A5/SLC38A2/SLC29A1/ABCA2/SLC5A6,18
BP,GO:0034969,histone arginine methylation,7/1130,13/18903,3.34111138090187e-06,0.000129020357084907,0.000116425422266711,PRMT5/CLNS1A/CARM1/PRMT6/PRMT1/WDR77/PRMT7,7
BP,GO:1901607,alpha-amino acid biosynthetic process,16/1130,71/18903,3.38142519626088e-06,0.00012954078906628,0.000116895049808918,DHFR/ASS1/OAT/ASNS/GOT1/CAD/PYCR1/SHMT2/CBS/ALDH18A1/PSPH/PYCR3/MTR/MRI1/MTRR/PSAT1,16
BP,GO:2001251,negative regulation of chromosome organization,19/1130,97/18903,3.95699241371007e-06,0.000147809190424252,0.000133380094419669,BUB1/BUB1B/TOP2A/CCNB1/NAA10/CENPF/PLK1/TRIP13/SETMAR/PCID2/PSMG2/ACD/PINX1/SPDL1/AURKB/NAT10/INCENP/POT1/GNL3L,19
BP,GO:0002098,tRNA wobble uridine modification,8/1130,18/18903,4.05992619803345e-06,0.000147809190424252,0.000133380094419669,ELP1/CTU2/ELP2/CTU1/ELP5/GTPBP3/ELP3/MTO1,8
BP,GO:0006390,mitochondrial transcription,8/1130,18/18903,4.05992619803345e-06,0.000147809190424252,0.000133380094419669,POLRMT/MRPL12/MTERF4/TFB1M/CHCHD10/THAP11/TWNK/TFB2M,8
BP,GO:0006415,translational termination,8/1130,18/18903,4.05992619803345e-06,0.000147809190424252,0.000133380094419669,GSPT1/ETF1/EIF5A/MRPL58/GLE1/OGFOD1/UPF1/JMJD4,8
BP,GO:0018216,peptidyl-arginine methylation,8/1130,18/18903,4.05992619803345e-06,0.000147809190424252,0.000133380094419669,PRMT5/PRMT3/CLNS1A/CARM1/PRMT6/PRMT1/WDR77/PRMT7,8
BP,GO:0046040,IMP metabolic process,8/1130,18/18903,4.05992619803345e-06,0.000147809190424252,0.000133380094419669,PFAS/APRT/GART/PAICS/ADSL/ATIC/AMPD2/PPAT,8
BP,GO:0009167,purine ribonucleoside monophosphate metabolic process,12/1130,42/18903,4.07263773076973e-06,0.000147809190424252,0.000133380094419669,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/AK4/ADSL/ATIC/GMPS/AMPD2/PPAT,12
BP,GO:0044743,protein transmembrane import into intracellular organelle,11/1130,36/18903,4.98345366864411e-06,0.000179515901929441,0.000161991604719948,TIMM23/TIMM44/TOMM70/TOMM40/HSPD1/PEX5/TIMM50/DNLZ/GRPEL2/GRPEL1/DNAJC15,11
BP,GO:0046700,heterocycle catabolic process,53/1130,468/18903,5.78649305948941e-06,0.00020689927406041,0.000186701818948672,ZC3H12D/DFFA/DNPH1/SYNCRIP/ZPR1/ENTPD6/CSDE1/AKR7A3/SSB/NPM1/PABPC1/GSPT1/YBX3/DDX5/TYMP/AHCY/APEX1/HMOX2/MLH1/LRPPRC/DNA2/EIF3E/ETF1/YBX1/NSUN2/PABPC4/DHX34/ENDOG/FASTKD3/ALDH1L2/SETMAR/PCID2/LARP1/SUPV3L1/SERBP1/PNPT1/NUDT8/UPF1/TBRG4/CNOT6L/IL4I1/POP1/ELAC2/TRIR/TNKS1BP1/REXO4/SLIRP/DHX36/DCTPP1/MRTO4/NUDT5/DIS3/DDX49,53
BP,GO:0006167,AMP biosynthetic process,7/1130,14/18903,6.33649752856827e-06,0.000224899070370581,0.000202944479668851,PFAS/APRT/GART/PAICS/ADSL/ATIC/PPAT,7
BP,GO:0000387,spliceosomal snRNP assembly,13/1130,51/18903,6.5700414398865e-06,0.000231486058615563,0.000208888447777567,PRMT5/PRPF3/PRPF6/CLNS1A/GEMIN4/SNRPD2/GEMIN5/GEMIN6/TGS1/WDR77/PRMT7/DDX20/STRAP,13
BP,GO:0009303,rRNA transcription,11/1130,37/18903,6.71056293507122e-06,0.000233525648927601,0.000210728933796171,POLR1G/NPM3/ERCC2/NCL/MARS1/TCOF1/PWP1/NIFK/POLR1E/NOL11/POLR1B,11
BP,GO:0045333,cellular respiration,33/1130,240/18903,6.72468721792761e-06,0.000233525648927601,0.000210728933796171,COX7A2L/UQCRQ/NDUFB3/IDH3B/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/CAT/COX5B/COX4I1/CCNB1/COX7C/AK4/NDUFS1/ADSL/UQCRC1/SHMT2/IREB2/NDUFV1/NDUFA6/CYCS/TRAP1/COA6/NOA1/PNPT1/CHCHD10/MYBBP1A/PANK2/POLG2/DNAJC15/NDUFB9,33
BP,GO:0009126,purine nucleoside monophosphate metabolic process,12/1130,44/18903,6.95029026947925e-06,0.000239636079505545,0.000216242865677482,PFAS/APRT/IMPDH2/IMPDH1/GART/PAICS/AK4/ADSL/ATIC/GMPS/AMPD2/PPAT,12
BP,GO:1904749,regulation of protein localization to nucleolus,6/1130,10/18903,7.67932151340617e-06,0.000262894219469586,0.000237230551866179,NVL/POLR1A/NPM1/BYSL/PINX1/NMD3,6
BP,GO:0046033,AMP metabolic process,9/1130,25/18903,8.06179297504145e-06,0.000272127795038637,0.000245562748109838,PFAS/APRT/GART/PAICS/AK4/ADSL/ATIC/AMPD2/PPAT,9
BP,GO:0070129,regulation of mitochondrial translation,9/1130,25/18903,8.06179297504145e-06,0.000272127795038637,0.000245562748109838,SHMT2/LRPPRC/FASTKD3/RPUSD3/TRMT10C/MRPS27/RPUSD4/CDK5RAP1/MTG2,9
BP,GO:0019646,aerobic electron transport chain,18/1130,93/18903,8.41112975426916e-06,0.000281948078637897,0.000254424378093317,COX7A2L/UQCRQ/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/COX5B/COX4I1/COX7C/NDUFS1/UQCRC1/NDUFV1/NDUFA6/CYCS/DNAJC15/NDUFB9,18
BP,GO:0006401,RNA catabolic process,38/1130,299/18903,9.18955737907695e-06,0.000305917196336582,0.000276053636548969,ZC3H12D/SYNCRIP/ZPR1/CSDE1/SSB/NPM1/PABPC1/GSPT1/YBX3/DDX5/APEX1/MLH1/LRPPRC/DNA2/EIF3E/ETF1/YBX1/NSUN2/PABPC4/DHX34/FASTKD3/PCID2/LARP1/SUPV3L1/SERBP1/PNPT1/UPF1/TBRG4/CNOT6L/POP1/ELAC2/TRIR/TNKS1BP1/SLIRP/DHX36/MRTO4/DIS3/DDX49,38
BP,GO:0006163,purine nucleotide metabolic process,53/1130,476/18903,9.41857746112021e-06,0.000311393653457721,0.000280995483302923,PFAS/OGT/DNPH1/NDUFB3/NDUFS6/CLPX/NDUFB4/NDUFB8/NDUFA7/NDUFA10/LDHA/HMGCR/ALDOA/GAPDH/INSR/ENO1/APRT/ALDOC/HSPA8/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/HK2/MVD/ATP5MJ/NDUFA6/PRPS1/NCS1/TMSB4X/AMPD2/HMGCS1/MVK/PPAT/ACACA/PDK1/PMVK/FIGNL1/NUDT8/FAR1/GCDH/FAR2/PANK2/PANK3/NUDT5/NDUFB9,53
BP,GO:0034655,nucleobase-containing compound catabolic process,49/1130,428/18903,9.63537536608095e-06,0.000316394264571924,0.000285507936017494,ZC3H12D/DFFA/DNPH1/SYNCRIP/ZPR1/ENTPD6/CSDE1/SSB/NPM1/PABPC1/GSPT1/YBX3/DDX5/TYMP/AHCY/APEX1/MLH1/LRPPRC/DNA2/EIF3E/ETF1/YBX1/NSUN2/PABPC4/DHX34/ENDOG/FASTKD3/SETMAR/PCID2/LARP1/SUPV3L1/SERBP1/PNPT1/NUDT8/UPF1/TBRG4/CNOT6L/POP1/ELAC2/TRIR/TNKS1BP1/REXO4/SLIRP/DHX36/DCTPP1/MRTO4/NUDT5/DIS3/DDX49,49
BP,GO:0065002,intracellular protein transmembrane transport,13/1130,53/18903,1.03809675753828e-05,0.000338573854637654,0.000305522360077767,TIMM23/TIMM44/TOMM70/TOMM40/HSPD1/HSPA5/PEX5/SEC61A1/TIMM50/DNLZ/GRPEL2/GRPEL1/DNAJC15,13
BP,GO:0007059,chromosome segregation,45/1130,382/18903,1.06915925763991e-05,0.000346364546082405,0.000312552526182546,UBE2C/OIP5/RGS14/BUB1/BUB1B/TOP2A/CCNB1/ERCC2/RPS3/MLH1/NAA10/BAG6/CENPF/PLK1/UBE2B/CSNK2A1/CDC16/RRS1/TRIP13/SGO2/PCID2/CEP85/KIF18B/PIBF1/PSMG2/PINX1/SPDL1/AURKB/SPAG5/SRPK1/MMS19/PHB2/KIF2C/CDC6/CENPK/NDC1/NTMT1/KATNB1/RIOK2/NAA50/INCENP/RAD18/MIS18A/NUDC/TACC3,45
BP,GO:0031647,regulation of protein stability,40/1130,325/18903,1.16962215764231e-05,0.000376384410329296,0.000339641858829746,ASDURF/HIP1R/URI1/USP19/BAG2/GAPDH/NPM1/HSP90AB1/HSPD1/HSPA8/UBL4A/POLR2E/FLNA/CALR/PHB1/BAG6/RPL5/LSS/CDK7/CCT8/PLK1/RPS7/UBE2B/HSP90AA4P/DNLZ/DDI2/UTP25/NCLN/PINX1/PHB2/NAA15/GTPBP4/RPAP3/HPS4/GNL3L/DNAAF2/USP36/RUVBL2/RUVBL1/TELO2,40
BP,GO:0009060,aerobic respiration,28/1130,194/18903,1.32336436347415e-05,0.000423038396191372,0.000381741494322484,COX7A2L/UQCRQ/NDUFB3/IDH3B/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/CAT/COX5B/COX4I1/CCNB1/COX7C/AK4/NDUFS1/ADSL/UQCRC1/SHMT2/IREB2/NDUFV1/NDUFA6/CYCS/COA6/CHCHD10/PANK2/DNAJC15/NDUFB9,28
BP,GO:0008652,cellular amino acid biosynthetic process,16/1130,79/18903,1.45018601142717e-05,0.000460529465602563,0.00041557269496438,DHFR/ASS1/OAT/ASNS/GOT1/CAD/PYCR1/SHMT2/CBS/ALDH18A1/PSPH/PYCR3/MTR/MRI1/MTRR/PSAT1,16
BP,GO:0000723,telomere maintenance,24/1130,154/18903,1.47828158155467e-05,0.000463679922981242,0.000418415605485892,RECQL4/HSP90AB1/APEX1/PML/CCT8/DNA2/BLM/ATR/NSMCE1/UPF1/ACD/PINX1/AURKB/GNL3/TNKS1BP1/NAT10/DHX36/ACTR8/POT1/GNL3L/EXO1/RUVBL2/RUVBL1/TELO2,24
BP,GO:0009150,purine ribonucleotide metabolic process,50/1130,447/18903,1.47931858585273e-05,0.000463679922981242,0.000418415605485892,PFAS/OGT/NDUFB3/NDUFS6/CLPX/NDUFB4/NDUFB8/NDUFA7/NDUFA10/LDHA/HMGCR/ALDOA/GAPDH/INSR/ENO1/APRT/ALDOC/HSPA8/IMPDH2/NME1/IMPDH1/GART/PAICS/AK4/NDUFS1/ADSL/ATIC/NDUFV1/GMPS/HK2/MVD/ATP5MJ/NDUFA6/TMSB4X/AMPD2/HMGCS1/MVK/PPAT/ACACA/PDK1/PMVK/FIGNL1/NUDT8/FAR1/GCDH/FAR2/PANK2/PANK3/NUDT5/NDUFB9,50
BP,GO:0032481,positive regulation of type I interferon production,14/1130,63/18903,1.62735424010839e-05,0.000506789607548592,0.000457316933485127,POLR3A/POLR3G/TLR2/TOMM70/GAPDH/POLR3D/HSPD1/POLR3C/IFIH1/POLR3F/DHX36/DHX33/TLR9/POLR3B,14
BP,GO:0006760,folic acid-containing compound metabolic process,9/1130,27/18903,1.65896110113208e-05,0.000513320848407985,0.000463210596254019,DHFR/GART/ATIC/SHMT2/SLC19A1/ALDH1L2/MTHFD1L/SLC25A32/MTRR,9
BP,GO:0044270,cellular nitrogen compound catabolic process,52/1130,474/18903,1.7215659782054e-05,0.000529299297885189,0.000477629233510825,ZC3H12D/DFFA/DNPH1/SYNCRIP/ZPR1/ENTPD6/CSDE1/SSB/NPM1/PABPC1/GSPT1/YBX3/DDX5/TYMP/AHCY/APEX1/HMOX2/MLH1/LRPPRC/DNA2/EIF3E/ETF1/YBX1/NSUN2/PABPC4/DHX34/ENDOG/FASTKD3/ALDH1L2/SETMAR/PCID2/LARP1/SUPV3L1/SERBP1/PNPT1/NUDT8/UPF1/TBRG4/CNOT6L/IL4I1/POP1/ELAC2/TRIR/TNKS1BP1/REXO4/SLIRP/DHX36/DCTPP1/MRTO4/NUDT5/DIS3/DDX49,52
BP,GO:0042558,pteridine-containing compound metabolic process,10/1130,34/18903,1.96134472531728e-05,0.000599203227158639,0.000540709158785003,DHFR/GART/ATIC/SHMT2/SLC19A1/ALDH1L2/MTHFD1L/MTR/SLC25A32/MTRR,10
BP,GO:0006119,oxidative phosphorylation,23/1130,147/18903,2.07160587144138e-05,0.000628908273047015,0.000567514405562689,COX7A2L/UQCRQ/NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/COX5B/COX4I1/CCNB1/COX7C/AK4/NDUFS1/UQCRC1/SHMT2/NDUFV1/NDUFA6/CYCS/COA6/CHCHD10/DNAJC15/NDUFB9,23
BP,GO:1901987,regulation of cell cycle phase transition,50/1130,453/18903,2.11534117675275e-05,0.000638171991261596,0.000575873801934401,MEN1/UBE2C/CHEK1/BUB1/TRIAP1/BUB1B/RAD1/ANKRD17/CDC45/KLHL18/ECD/NPM1/CCNB1/ERCC2/APEX1/PML/RRM2/CASP2/CENPF/CDK7/DNA2/PLK1/BLM/PSME3/TFAP4/EIF4G1/NSUN2/CDC16/ATR/TRIP13/SETMAR/PCID2/SASS6/METTL13/PSMG2/PINX1/SPDL1/THOC1/AURKB/ATAD5/UIMC1/PHB2/CDC6/RIOK2/CLSPN/INCENP/GTSE1/DTL/FEM1B/TELO2,50
BP,GO:1990542,mitochondrial transmembrane transport,17/1130,91/18903,2.4154440469722e-05,0.000724183131349989,0.000653488556153709,TIMM23/TIMM44/TOMM70/TOMM40/HSPD1/VDAC1/CPT1A/TIMM50/DNLZ/SFXN4/GRPEL2/PNPT1/CCDC51/MRPL18/SLC25A32/GRPEL1/DNAJC15,17
BP,GO:0015931,nucleobase-containing compound transport,30/1130,223/18903,2.65720845332726e-05,0.000791749703963624,0.000714459296937506,ABCC4/XPOT/NUP155/SSB/NPM1/SLC19A1/LRPPRC/YBX1/NSUN2/SLBP/SLC29A2/GLE1/PCID2/NUP188/NUP93/THOC2/PNPT1/LRRC8C/UPF1/THOC1/THOC3/SLC29A1/NDC1/MRPL18/SLC25A32/NOL6/XPO5/SLC25A19/AAAS/DDX19A,30
BP,GO:0016032,viral process,47/1130,421/18903,2.78202722054481e-05,0.000823855545617779,0.000743430974401965,LGALS9/KPNA3/CHD1/SIVA1/EIF3D/PPIH/CCNT1/TRIM13/CSDE1/EIF3G/TFRC/CD74/SSB/INSR/P4HB/SLC3A2/HSP90AB1/RPSA/HSPA8/TOP2A/PC/PABPC1/CANX/SLC7A1/PHB1/BSG/KPNA2/EIF3B/GTF2B/TFAP4/SLC20A2/MOGS/EIF3A/SELPLG/RRP1B/SLC1A5/LARP1/LRSAM1/SCARB1/SRPK1/PRMT1/VAMP8/IFIH1/DDX56/ZNFX1/EIF3L/CTDP1,47
BP,GO:0007000,nucleolus organization,7/1130,17/18903,3.06258255489041e-05,0.000901407682466829,0.000813412491151252,RRP8/RPS19/NOLC1/EMG1/POLR1B/RRN3/USP36,7
BP,GO:0032508,DNA duplex unwinding,17/1130,93/18903,3.23843999406417e-05,0.000939019422027448,0.00084735258215293,CHD1/CDC45/RECQL4/TOP2A/ERCC2/MCM4/DNA2/BLM/GTF2H2/SUPV3L1/UPF1/TWNK/DHX36/POT1/RUVBL2/RUVBL1/RAD54B,17
BP,GO:0031397,negative regulation of protein ubiquitination,16/1130,84/18903,3.24039393956723e-05,0.000939019422027448,0.00084735258215293,OGT/BUB1B/PRMT3/UBR5/BAG2/TNFAIP3/RPS3/DNAJA1/RPL5/RPS7/RPS15/SQSTM1/PINX1/GTPBP4/GNL3L/IVNS1ABP,16
BP,GO:0007093,mitotic cell cycle checkpoint signaling,22/1130,141/18903,3.24873096081591e-05,0.000939019422027448,0.00084735258215293,CHEK1/BUB1/TRIAP1/BUB1B/CCNB1/PML/CASP2/CENPF/PLK1/BLM/TRIP13/SETMAR/PCID2/PSMG2/SPDL1/AURKB/UIMC1/CDC6/CLSPN/INCENP/GTSE1/DTL,22
BP,GO:0000070,mitotic sister chromatid segregation,28/1130,204/18903,3.38075106494531e-05,0.000971362225624466,0.000876538089394969,UBE2C/BUB1/BUB1B/CCNB1/NAA10/CENPF/PLK1/CDC16/RRS1/TRIP13/SGO2/PCID2/KIF18B/PIBF1/PSMG2/PINX1/SPDL1/AURKB/SPAG5/KIF2C/CDC6/CENPK/KATNB1/RIOK2/NAA50/INCENP/NUDC/TACC3,28
BP,GO:0006353,DNA-templated transcription termination,8/1130,23/18903,3.47678595914448e-05,0.000993044131644402,0.000896103413200862,PRMT5/PCF11/MAZ/TTF1/SSU72/POLR1H/TTF2/POLR3K,8
BP,GO:0019439,aromatic compound catabolic process,52/1130,489/18903,3.99486098967662e-05,0.00113031990204525,0.00101997835741132,ZC3H12D/DFFA/DNPH1/SYNCRIP/ZPR1/ENTPD6/CSDE1/SSB/NPM1/PABPC1/GSPT1/YBX3/DDX5/TYMP/AHCY/APEX1/HMOX2/MLH1/LRPPRC/DNA2/EIF3E/ETF1/YBX1/NSUN2/PABPC4/DHX34/ENDOG/FASTKD3/ALDH1L2/SETMAR/PCID2/LARP1/SUPV3L1/SERBP1/PNPT1/NUDT8/UPF1/TBRG4/CNOT6L/IL4I1/POP1/ELAC2/TRIR/TNKS1BP1/REXO4/SLIRP/DHX36/DCTPP1/MRTO4/NUDT5/DIS3/DDX49,52
BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,20/1130,123/18903,4.00424079655557e-05,0.00113031990204525,0.00101997835741132,NDUFB3/NDUFS6/NDUFB4/NDUFB8/NDUFA7/NDUFA10/ALDOA/ENO1/IMPDH2/NME1/IMPDH1/AK4/CAD/NDUFS1/NDUFV1/ATP5MJ/NDUFA6/TMSB4X/UCK2/NDUFB9,20
BP,GO:0016556,mRNA modification,9/1130,30/18903,4.30334913065764e-05,0.00120768989847002,0.00108979551423876,NSUN2/WTAP/TRMT10C/RPUSD2/RPUSD4/PUS7/DNAJB11/TRMT6/PUS1,9
BP,GO:0019081,viral translation,7/1130,18/18903,4.75313978630945e-05,0.00132620842476969,0.00119674429180094,EIF3D/CSDE1/EIF3G/SSB/EIF3B/EIF3A/EIF3L,7
BP,GO:0051236,establishment of RNA localization,24/1130,166/18903,5.20207608028206e-05,0.00144312765744376,0.00130224989837914,XPOT/NUP155/SSB/NPM1/LRPPRC/YBX1/NSUN2/ATR/SLBP/GLE1/PCID2/NUP188/NUP93/THOC2/PNPT1/UPF1/THOC1/THOC3/NDC1/MRPL18/NOL6/XPO5/AAAS/DDX19A,24
BP,GO:0071103,DNA conformation change,18/1130,106/18903,5.33860241846855e-05,0.0014725390785113,0.00132879018391716,CHD1/CDC45/RECQL4/TOP2A/ERCC2/MCM4/DNA2/BLM/GTF2H2/SUPV3L1/UPF1/TOP1MT/TWNK/DHX36/POT1/RUVBL2/RUVBL1/RAD54B,18
