"","Protein.Names","Protein.Group","Protein.Ids","Genes","First.Protein.Description","D1","D2","D3","D4","WT1","WT2","WT3","WT4","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4452","PIAS4_HUMAN","Q8N2W9","Q8N2W9","PIAS4","E3 SUMO-protein ligase PIAS4",241445,249252.784961865,244441.391564982,241603.526651637,237884.085735526,259809.741021471,258365.510863803,274729.907933744,-0.0503699343167199,17.9130442610132,-1.2495805991438,0.250800232967314,0.383265544220719,-6.67361819113549
"4453","PIBF1_HUMAN","Q8WXW3","Q8WXW3","PIBF1","Progesterone-induced-blocking factor 1",418729,414733.020138988,448283.309142057,422927.171468893,475873.815915437,482607.917430622,494245.490120674,489378.842966559,-0.16176912088315,18.77118792462,-6.47103302707629,0.000313929884735956,0.00321997005211516,0.29531875175947
"4454","PICAL_HUMAN","Q13492","Q13492","PICALM","Phosphatidylinositol-binding clathrin assembly protein",1430500,1498621.49911539,1449991.4113971,1447123.29542149,1302116.13978855,1336884.36319459,1381286.55522971,1389389.89709043,0.136139182793972,20.394820069181,5.07963714659009,0.00134245390779965,0.00851674724326051,-1.29512934755845
"4455","PIEZ1_HUMAN","Q92508","Q92508","PIEZO1","Piezo-type mechanosensitive ion channel component 1",510562.999999999,519267.857144344,518811.951983574,488858.624633771,545879.277048422,514396.947248593,553682.095963562,553700.462884457,-0.0620438795582814,18.9787453793695,-1.95570727242628,0.0905254924552015,0.182019105659603,-5.73648999533632
"4456","PIGB_HUMAN","Q92521","Q92521","PIGB","GPI mannosyltransferase 3",212605,225961.013600125,159631.162686663,195942.640677154,220726.004336156,179780.125303393,231229.594296295,239906.962194234,-0.112394084656735,17.6338140886137,-0.832761695951761,0.431910564828621,0.562680927740485,-7.09975128608281
"4457","PIGL_HUMAN","Q9Y2B2","Q9Y2B2","PIGL","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase",69991.7,40114.1531916009,45217.3160539087,35624.2412818554,77143.9100988426,78455.6249878387,49487.2108844297,103807.625765485,-0.671803547736721,15.8205884620299,-2.40051257963859,0.0467026417162173,0.11110440268115,-5.07738146477746
"4458","PIGN_HUMAN","O95427","O95427","PIGN","GPI ethanolamine phosphate transferase 1",274591,282414.297022572,234753.345855444,263700.357547386,245046.644207955,266358.172981622,271904.552193306,270346.387918756,0.0258038913644683,17.9833781480877,0.382708706014755,0.713058239920499,0.80408228469657,-7.39336683007668
"4459","PIGO_HUMAN","Q8TEQ8","Q8TEQ8","PIGO","GPI ethanolamine phosphate transferase 3",127979,139617.63200006,141601.84160743,108705.906469561,157757.189577837,136819.875272898,142208.73110186,120521.715533322,-0.0826988941972182,17.0067230550747,-0.753705383535763,0.475107576859512,0.601016003025179,-7.16521345811386
"4460","PIGQ_HUMAN","Q9BRB3","Q9BRB3","PIGQ","Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q",500,58655.0822901572,504.527558657209,501.006220493509,505.463906564343,506.127471892128,504.98645507369,507.952113758523,1.71703278247186,9.82430067589802,1.09164127173631,0.310401485375152,0.446990527530591,-6.84970384155976
"4461","PIGS_HUMAN","Q96S52","Q96S52","PIGS","GPI transamidase component PIG-S",1010500,986299.231712161,1041187.31004659,1015029.76688115,997655.940248959,992016.125246064,974738.487894344,1010673.35689767,0.0561103396787175,19.9114891741977,3.0098071912057,0.019176177065317,0.0573733381280656,-4.156713065915
"4462","PIGT_HUMAN","Q969N2","Q969N2","PIGT","GPI transamidase component PIG-T",652356,708219.275853993,667272.410314123,680292.289070555,699919.930600693,678301.145435059,663694.953966271,708864.943945453,0.00481735306223996,19.3553742910586,0.149680163089166,0.885151524647934,0.927795708179936,-7.46302670759189
"4463","PIGU_HUMAN","Q9H490","Q9H490","PIGU","Phosphatidylinositol glycan anchor biosynthesis class U protein",1040500,1106368.14293991,1153588.47929765,1155705.85374631,1373986.94377609,1244191.51830868,1135460.59992639,1077755.00075794,-0.0830506426653237,20.1167584121454,-1.04843222591529,0.328578332387103,0.464277574303766,-6.89496320561156
"4464","PIGW_HUMAN","Q7Z7B1","Q7Z7B1","PIGW","Phosphatidylinositol-glycan biosynthesis class W protein",130398,122045.01361748,127190.949731012,134887.285980167,216457.054462579,167570.009186811,187603.636053385,196250.789568628,-0.547331928780995,17.236445731843,-7.08363026067273,0.00017775896400058,0.00225393479546389,0.918376440099122
"4465","PIHD1_HUMAN","Q9NWS0","Q9NWS0","PIH1D1","PIH1 domain-containing protein 1",1290500,1307518.05695341,1439769.04455101,1276289.79979581,1507478.46865425,1378085.27323726,1412019.98484279,1399781.02547239,-0.0722907373226889,20.3648638334924,-1.65853703866028,0.140269660583095,0.252110336693591,-6.15426068949535
"4466","PIMT_HUMAN","P22061","P22061","PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",3800500,3963443.9297861,3987317.17451878,3919697.05157228,3840827.94336167,3749909.00609825,3965394.88686662,3897453.87094242,0.051228862584459,21.863925658432,2.1825736174604,0.0645851077940701,0.141539133701835,-5.4036797441028
"4467","PIN1_HUMAN","Q13526","Q13526","PIN1","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1",3180500,3782328.25683973,3311736.30224744,3688492.54181939,3881973.04053758,3533186.34518444,3401077.79596824,3543276.78783605,-0.0115021406330733,21.725412419543,-0.166839648391216,0.872116420320208,0.918044609522684,-7.45995184555784
"4468","PIN4_HUMAN","Q9Y237","Q9Y237","PIN4","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4",1440500,1438271.97716782,1449991.4113971,1386828.33337284,1281582.88012033,1347184.36079246,1309579.50215203,1327047.31240216,0.147160490139086,20.3616580436577,6.68621347842012,0.000255929882558973,0.00281753438276636,0.519138403897765
"4469","PININ_HUMAN","Q9H307","Q9H307","PNN","Pinin",4340500,4335747.04089144,4427559.67216245,4362013.41836212,4674155.88850745,4658332.18601778,4611951.34638101,4793662.86191633,-0.0698511547107188,22.0810219762597,-4.65332174613631,0.00220531537283516,0.0120218381513958,-1.83620625501158
"4470","PINX1_HUMAN","Q96BK5","Q96BK5","PINX1","PIN2/TERF1-interacting telomerase inhibitor 1",644736,642678.033894894,630213.343409974,608680.131913092,805474.080554246,824024.345680002,793088.412273378,810995.780540986,-0.328303134406212,19.4220015182985,-13.1399060092733,2.88018627342802e-06,0.000206645603022605,5.36734266618331
"4471","PIOS1_HUMAN","A0A0B4J2F0","A0A0B4J2F0","PIGBOS1","Protein PIGBOS1",256253,240251.783726902,308159.719873731,305976.326625566,323998.225834688,241048.216189868,282010.238034552,305535.292911529,-0.0275924499471927,18.0784570368984,-0.235695894448844,0.820277252592985,0.882375706574496,-7.44429647174776
"4472","PIP30_HUMAN","Q9GZU8","Q9GZU8","PSME3IP1","PSME3-interacting protein",965168,881057.838613375,910865.009114923,857228.915932374,990173.965729517,951680.033521714,912239.168659653,950367.220706683,-0.0465593385959835,19.7965051071089,-1.07641596585282,0.316712217064971,0.452685130510602,-6.86580208998491
"4473","PIPNA_HUMAN","Q00169","Q00169","PITPNA","Phosphatidylinositol transfer protein alpha isoform",709998,755576.016664049,763674.282996955,692091.256027009,675214.837338213,712315.329363783,658590.07459986,714403.322473016,0.108798022973716,19.4120588866565,2.80016695479335,0.0259478196756442,0.0718464553858849,-4.47287494689185
"4474","PIPNB_HUMAN","P48739","P48739","PITPNB","Phosphatidylinositol transfer protein beta isoform",1870500,1991507.81739632,1961229.79002296,1929509.80122188,1969714.0402243,1934508.9345261,2057639.15882457,1992361.28035997,-0.00734549384630512,20.8783044649646,-0.266786169865654,0.797164267890988,0.866796442559206,-7.43549916033736
"4475","PIR_HUMAN","O00625","O00625","PIR","Pirin",1190500,913816.43524853,933117.905590817,969269.1557118,981012.247469283,1079438.30739614,803665.61976647,735708.258348137,0.191002211570872,19.8195479242351,1.31479522977068,0.229175513333787,0.358581917149665,-6.59643065848569
"4476","PISD_HUMAN","Q9UG56","Q9UG56","PISD","Phosphatidylserine decarboxylase proenzyme, mitochondrial",288125,273203.781376999,263079.833873193,314624.405239159,341574.092120564,333034.814328703,318931.918935052,308871.546442594,-0.169474700821141,18.1911071141442,-2.62487937712931,0.0335267307563377,0.0862216730640013,-4.73824180207285
"4477","PITC1_HUMAN","Q9UKF7","Q9UKF7","PITPNC1","Cytoplasmic phosphatidylinositol transfer protein 1",606026,583745.27983829,546223.432667953,544404.30779562,633582.81964,659413.007921939,589514.343236978,620588.911682701,-0.107330533717665,19.1627559802967,-2.12161748101998,0.0707242403737045,0.151180796040817,-5.49395635170677
"4478","PITH1_HUMAN","Q9GZP4","Q9GZP4","PITHD1","PITH domain-containing protein 1",786793.999999999,814000.476676198,783058.777891938,776275.254968485,876759.326706202,867881.257827497,823021.233362036,870308.082168036,-0.0933162366855491,19.6274274946768,-3.46481171132545,0.010133920975034,0.0355852052629066,-3.48143515779756
"4479","PIWL4_HUMAN","Q7Z3Z4","Q7Z3Z4","PIWIL4","Piwi-like protein 4",184234,183482.833721369,150077.626871207,167569.606173988,144647.64625652,105721.581811361,154980.909026042,138106.348768929,0.368269674399897,17.188119078285,2.807126951626,0.0256866686471896,0.0713626921562271,-4.46234946895775
"4480","PJA2_HUMAN","O43164","O43164","PJA2","E3 ubiquitin-protein ligase Praja-2",344588,332409.116991821,347760.83178155,313153.925064733,327116.901331525,329197.255202268,298360.387774693,306393.414506476,0.111252773065949,18.2848201782876,2.4206021138723,0.0453314301485425,0.108617662042194,-5.04710219248553
"4481","PK1IP_HUMAN","Q9NWT1","Q9NWT1","PAK1IP1","p21-activated protein kinase-interacting protein 1",2110500,2212819.70390074,2155554.23940841,2150617.35795908,2514367.05107633,2501562.81200486,2508748.30486031,2533359.46003479,-0.19090832837373,21.1247599499757,-10.2302757379559,1.59003132168246e-05,0.00049190336078379,3.54615327245033
"4482","PK3C3_HUMAN","Q8NEB9","Q8NEB9","PIK3C3","Phosphatidylinositol 3-kinase catalytic subunit type 3",505676,491605.860831447,496265.95922391,485017.152823238,510715.576218184,521818.684975898,516696.73080975,525351.078685144,-0.0414750142607474,18.9264095606325,-2.11938209592445,0.0709601245786519,0.151508338209282,-5.49725650178291
"4483","PK3CA_HUMAN","P42336","P42336","PIK3CA","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",168766,177855.724834835,126815.070541917,156055.322007497,132889.992690033,143774.543396963,133192.127248917,127821.311005075,0.241342620536969,17.1223985907245,2.21789890259994,0.0612746648136242,0.136139444781423,-5.35113042449992
"4484","PK3CB_HUMAN","P42338","P42338","PIK3CB","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",242924,228753.205387529,259192.71133798,235484.1001921,225148.628731125,228426.461774294,247032.246276938,235885.980843316,0.0698894379047168,17.8360281519168,1.58265333330103,0.156616468044363,0.272176331761382,-6.25633068872043
"4485","PK3CD_HUMAN","O00329","O00329","PIK3CD","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",1060500,1076196.80431761,1082058.52325621,1085367.07273143,1107074.35628823,1110325.99787884,1094497.40849052,1108909.1755559,-0.0101236565459821,20.0314986750116,-0.682762567293581,0.516259931762763,0.636813226730246,-7.21919390303048
"4486","PK3CG_HUMAN","P48736","P48736","PIK3CG","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",882374,819458.873086486,952619.320519763,875926.425196309,794773.911817368,851601.878977863,939507.453888307,798555.191259796,0.090033912288586,19.6936517244053,1.35432767093888,0.216868469398834,0.344471320977524,-6.54847647454993
"4487","PKHA2_HUMAN","Q9HB19","Q9HB19","PLEKHA2","Pleckstrin homology domain-containing family A member 2",196520,196082.004946864,192131.956520456,189435.989317206,170401.107461692,154257.001680972,172965.01783632,137690.03307507,0.315246066180364,17.3950502188003,4.18651704428696,0.0039146193503005,0.0178651496384386,-2.45899583685834
"4488","PKHA5_HUMAN","Q9HAU0","Q9HAU0","PLEKHA5","Pleckstrin homology domain-containing family A member 5",774854,728330.286944657,762224.048902918,704302.210447165,578649.952003627,584007.101376866,583832.423242001,608803.871262174,0.360696609535978,19.3100174804006,10.8448158408053,1.0716025430271e-05,0.000385149945260111,3.97067236242106
"4489","PKHB2_HUMAN","Q96CS7","Q96CS7","PLEKHB2","Pleckstrin homology domain-containing family B member 2",52070.9,55969.7409339333,52255.4242415436,58053.471170162,63184.2342368767,55393.7549993433,64516.9070602809,67985.720197717,-0.176290827072457,15.8144180871839,-2.5628193098817,0.0367335274377737,0.0924580237465695,-4.83220005869246
"4490","PKHF1_HUMAN","Q96S99","Q96S99","PLEKHF1","Pleckstrin homology domain-containing family F member 1",19130.4,501.18929096248,24243.6359606688,20041.7993012425,505.463906564343,22967.554605364,22950.5700041206,507.952113758523,1.29150047209331,12.3591718819392,0.677223555383742,0.519566186134177,0.640030120419319,-7.22321286016317
"4491","PKHF2_HUMAN","Q9H8W4","Q9H8W4","PLEKHF2","Pleckstrin homology domain-containing family F member 2",1210500,1176769.14161368,1163807.57848634,1155705.85374631,1199455.67966116,1172106.37687393,1135460.59992639,1191997.65198388,0.0310984216129881,20.1396832195174,1.18829039689763,0.272683278459261,0.407690415510461,-6.74385082227062
"4492","PKHG3_HUMAN","A1L390","A1L390","PLEKHG3","Pleckstrin homology domain-containing family G member 3",31561.6,31622.8661537343,26901.3103918937,24828.9241497079,29527.1581261557,24569.6963648303,23076.9762864093,24016.6371340899,0.20302337529564,14.6929728875963,1.84637268787994,0.106446296765127,0.205493482854637,-5.893098737595
"4493","PKHG4_HUMAN","Q58EX7","Q58EX7","PLEKHG4","Puratrophin-1",500,501.18929096248,504.527558657209,99183.2317152566,40367.8642945004,54557.9999954532,41538.7087636639,52808.7391183945,-4.61390032920034,13.1793986224431,-2.6372047612318,0.0329251475279376,0.0851824917695267,-4.71957625578926
"4494","PKHO2_HUMAN","Q8TD55","Q8TD55","PLEKHO2","Pleckstrin homology domain-containing family O member 2",862749,835269.998843492,795214.78471585,820016.153664385,783611.373263476,742398.511519174,748826.082895462,752588.788339174,0.157494207590112,19.5698732583082,4.48599270992882,0.00269894165732816,0.0138285396446751,-2.05581066006896
"4495","PKN1_HUMAN","Q16512","Q16512","PKN1","Serine/threonine-protein kinase N1",1730500,1750087.44748823,1777158.65976086,1738559.84701556,1476670.83057245,1512004.52053786,1473490.02112436,1514096.02655204,0.25636826193557,20.5987298161389,17.1448878528067,4.53025628807145e-07,9.03884743734958e-05,7.27101123506452
"4496","PKN2_HUMAN","Q16513","Q16513","PKN2","Serine/threonine-protein kinase N2",306465,307692.278493034,306954.140683441,284750.203664434,270297.07518791,261532.549316517,248252.068113555,277778.60790855,0.214875208964578,18.0836285894296,5.34136341931309,0.00100232166369053,0.00690133366702118,-0.975896916703317
"4497","PKN3_HUMAN","Q6P5Z2","Q6P5Z2","PKN3","Serine/threonine-protein kinase N3",499382,311880.056108675,464079.088651325,449250.961619121,472610.63486929,375016.130992393,344907.647012627,373148.702520286,0.153621254167749,18.6085087899455,0.92624992353259,0.384512094912541,0.517102472468589,-7.01549306401577
"4498","PKNX1_HUMAN","P55347","P55347","PKNOX1","Homeobox protein PKNOX1",278413,303599.013306521,279167.600580899,296972.766442374,339150.657259268,271720.976127228,258757.842362744,297841.456922718,0.0209299837807464,18.1221290312416,0.246497730246906,0.812224012606022,0.877639834980906,-7.44136126776484
"4499","PKRI1_HUMAN","Q9H875","Q9H875","PRKRIP1","PRKR-interacting protein 1",193574,186098.924249846,185023.873694426,184885.694521109,170100.334557445,170084.321810536,191357.531916448,177287.167589338,0.106767309692188,17.4526590075475,2.43904560984367,0.0441088238195163,0.106404006516231,-5.01928296763351
"4500","PLAK_HUMAN","P14923","P14923","JUP","Junction plakoglobin",500,501.18929096248,504.527558657209,501.006220493509,125817.03979847,506.127471892128,504.98645507369,507.952113758523,-1.98640192579534,9.95898524755976,-1.09165088343676,0.310397533597221,0.446990527530591,-6.84969362770713
"4501","PLAK2_HUMAN","Q9Y2D5","Q9Y2D5","PALM2AKAP2","PALM2-AKAP2 fusion protein",752092,698170.89054424,741267.594961667,725280.214660057,750423.914987677,735483.959038035,717184.750538173,767677.39781985,0.00113485429001514,19.4643391319891,0.0378459438562206,0.970845489255328,0.983997667572583,-7.47492157141392
"4502","PLAP_HUMAN","Q9Y263","Q9Y263","PLAA","Phospholipase A-2-activating protein",2970500,2927107.60350317,2922853.8537442,2914496.05979839,2976972.95266722,2965707.10638076,3011271.97456884,3053828.91870323,-0.0025505220805293,21.4739792728191,-0.141552472366262,0.891339233232428,0.931883538864988,-7.46436750904198
"4503","PLBL2_HUMAN","Q8NHP8","Q8NHP8","PLBD2","Putative phospholipase B-like 2",496607,475580.813433438,498805.359797668,483671.032703262,453532.480616697,485899.407030256,471300.900678032,500209.112346134,0.0600690700849462,18.8579981248019,1.92011233767741,0.0954359737512992,0.18947645804076,-5.78779370187331
"4504","PLCA_HUMAN","Q99943","Q99943","AGPAT1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",545860,509549.445288312,578515.673653715,676375.05465555,462920.736857679,503485.245916759,456336.480533616,449767.097950727,0.323037069266974,18.9597966597364,3.69083047207985,0.00746121976621238,0.0285073805762737,-3.1539971197227
"4505","PLCB_HUMAN","O15120","O15120","AGPAT2","1-acyl-sn-glycerol-3-phosphate acyltransferase beta",428400,428044.801852683,458378.311015941,416502.256921128,436065.554962874,384655.758219187,389961.048597878,407440.846939822,0.124733015427449,18.6500635517219,2.74517881164842,0.0281113375877196,0.0762531732124159,-4.55607610430356
"4506","PLCB2_HUMAN","Q00722","Q00722","PLCB2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",214853,209665.455767395,186717.792134622,198993.630595199,139351.015828966,155119.578263203,151836.701396386,144860.811048193,0.478085361820131,17.3774004161368,8.30876197910605,6.34585792870983e-05,0.00112115253815182,2.04435964119889
"4507","PLCB3_HUMAN","Q01970","Q01970","PLCB3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",402418,390483.501293547,414040.157245677,427079.876964618,377471.170133885,388400.977074195,387525.7845876,363446.028228283,0.133288024346257,18.5625113436021,3.66669244527993,0.00770648574109356,0.0291257492029371,-3.18867173757135
"4508","PLCC_HUMAN","Q9NRZ7","Q9NRZ7","AGPAT3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",474807,484399.138969132,476760.772323511,479713.044754747,438599.696077784,469515.381068013,432963.371975552,488537.320006676,0.094707684615706,18.8118699814974,2.51308652341803,0.039531269289744,0.0978539049400415,-4.90743725930962
"4509","PLCE_HUMAN","Q9NUQ2","Q9NUQ2","AGPAT5","1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon",1570500,1599206.08220623,1613563.00461559,1537567.25201354,1784794.21475233,1759299.69434997,1719409.49113978,1742790.14730129,-0.119153152121154,20.6399172441284,-5.81398455077303,0.000605083467956271,0.00499602701244975,-0.423594238215055
"4510","PLCG1_HUMAN","P19174","P19174","PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",677289,656856.759209619,707066.10653598,715978.735936897,707760.452276044,713277.187876512,640706.614439464,666561.594628919,0.0432192352297847,19.3618540092859,0.990402692397177,0.354300511004109,0.489030750504919,-6.95361914418049
"4511","PLCG2_HUMAN","P16885","P16885","PLCG2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",1330500,1347749.52223841,1337551.28524111,1346632.16081679,1261050.19479854,1254490.07397979,1268606.83258555,1233547.45874678,0.124605498478417,20.2811728957518,6.56458545177213,0.000287075717859982,0.00305491895986849,0.393305711012992
"4512","PLCL2_HUMAN","Q9UPR0","Q9UPR0","PLCL2","Inactive phospholipase C-like protein 2",264870,235551.814343745,259536.349164544,229643.92741642,296894.129977317,260843.628667254,307136.9250197,293350.426245828,-0.201153172825432,18.0047257438785,-2.98732077828852,0.019803746608192,0.0587858583527384,-4.19051802976306
"4513","PLD1_HUMAN","Q13393","Q13393","PLD1","Phospholipase D1",60232.4999999999,54244.2006366158,54173.1479905478,70568.7278796767,42772.723990506,58251.9859003705,55290.2647449055,58721.5109674212,0.178942796713823,15.7613966000174,1.38135645275354,0.208790901476714,0.33549307245831,-6.51520777100521
"4514","PLD3_HUMAN","Q8IV08","Q8IV08","PLD3","5'-3' exonuclease PLD3",399024,391578.291439259,438230.475895287,314834.330527566,332691.726801377,276348.780803275,287760.213400322,367386.464094936,0.313045288144338,18.3810947134751,2.52674475578712,0.0387417104366074,0.0963548917643167,-4.88678175533788
"4515","PLD3B_HUMAN","Q9Y3B1","Q9Y3B1","PRELID3B","PRELI domain containing protein 3B",131851,121229.060457945,138830.73605661,121998.196229252,154924.821433816,191398.787172265,181994.461177476,186237.496199522,-0.448100026701628,17.1837330317616,-6.01294114728929,0.000493388157998869,0.00432200952741662,-0.200075916074048
"4516","PLD4_HUMAN","Q96BZ4","Q96BZ4","PLD4","5'-3' exonuclease PLD4",694027.999999999,717143.510453729,754333.62010582,729145.292857286,752645.564972715,735458.239320499,734557.637814203,791456.730987489,-0.0306133983398453,19.4691104331465,-1.02807594769464,0.337429194191457,0.472074911342835,-6.91582192457905
"4517","PLD6_HUMAN","Q8N2A8","Q8N2A8","PLD6","Mitochondrial cardiolipin hydrolase",617902,447600.065612846,568358.024185886,441567.234966658,649914.520269885,762430.947668554,448768.152962642,601814.002086893,-0.209389533503469,19.0638590174296,-1.14105832072373,0.290615566913829,0.426670672128994,-6.79635581166063
"4518","PLEC_HUMAN","Q15149","Q15149","PLEC","Plectin",11600500,11874187.3699123,11877466.6279615,11661705.2037758,7587473.15520969,7468158.29014194,7487072.38228456,7609828.22221512,0.672837023670429,23.1374303915936,44.2603950208657,5.48461746955671e-10,2.01066076433949e-06,12.8797751710427
"4519","PLEK_HUMAN","P08567","P08567","PLEK","Pleckstrin",2940500,3520722.62532793,3199157.89858812,3346720.64275832,3501411.04572184,3409356.40205057,3637048.08754255,3314150.64698487,-0.0632706883741001,21.6496425085763,-1.05961355248681,0.32379537313938,0.458761712866001,-6.88337841968313
"4520","PLGT2_HUMAN","Q6UW63","Q6UW63","POGLUT2","Protein O-glucosyltransferase 2",29500.8,24024.7270700694,27418.9473983672,25276.2311211839,505.463906564343,31407.5742114232,504.98645507369,30062.5847563148,2.7645638236984,13.3020764970504,1.7681539762756,0.119460974680656,0.223554840826587,-6.00319104267178
"4521","PLGT3_HUMAN","Q7Z4H8","Q7Z4H8","POGLUT3","Protein O-glucosyltransferase 3",290693,285875.180915982,287220.151352984,270070.095229264,260468.306070401,269580.14223009,262857.967340112,224976.318584048,0.183974829655661,18.0104903058739,2.954810376422,0.0207497186961979,0.0610501354255711,-4.23944529458408
"4522","PLIN2_HUMAN","Q99541","Q99541","PLIN2","Perilipin-2",317673,278035.694004436,321564.338064163,283206.450362525,416475.771047514,363886.263471742,363899.288912565,370723.232294954,-0.310015873322808,18.3372753326661,-4.6706454269581,0.00216018179509732,0.0118551294323754,-1.81370387800539
"4523","PLIN3_HUMAN","O60664","O60664","PLIN3","Perilipin-3",6450499.99999999,6449025.34732867,6404239.79554351,6503410.56630704,5919477.04598161,5773685.70893572,6059505.38695217,5846727.29300596,0.161068657577793,22.5285349812882,6.91304384200668,0.000207451396911631,0.00249349777402636,0.749203127407464
"4524","PLK1_HUMAN","P53350","P53350","PLK1","Serine/threonine-protein kinase PLK1",843677,853962.329997638,812651.596131261,844693.650495752,1009734.44045199,984082.670565564,943700.955018023,953603.005068518,-0.185273290889086,19.7596761547994,-5.82474051662432,0.000598370545450622,0.00495175264023021,-0.411377076021558
"4525","PLMN_HUMAN","P00747","P00747","PLG","Plasminogen",502610,453507.627787306,695426.846685612,518192.355539072,353674.298685817,424897.084256777,587215.579661258,383963.343712318,0.345603626272709,18.8469693739155,1.82839304910124,0.109311603021422,0.209152576553514,-5.91855924950959
"4526","PLOD1_HUMAN","Q02809","Q02809","PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",1110500,1186826.56084407,1082058.52325621,1095415.38192234,1117338.30290534,1089734.0145295,1104737.98071538,1119294.39623059,0.0418023225141582,20.0607528643917,1.24209526185491,0.253390497659583,0.386249299135149,-6.68231864128825
"4527","PLOD3_HUMAN","O60568","O60568","PLOD3","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3",1500500,1518738.21470335,1480659.13533986,1467221.79836018,1517747.92673533,1532609.59512775,1565702.69220054,1586853.43157796,-0.0266011997173194,20.5107397083591,-1.2167639853035,0.262325131213497,0.397390054144083,-6.71151059876696
"4528","PLP2_HUMAN","Q04941","Q04941","PLP2","Proteolipid protein 2",1600500,1569030.44627163,1521550.86198616,1507419.07015156,1302116.13978855,1357484.51243884,1330066.60743665,1347827.36660517,0.244289313236951,20.4298665948072,8.766421872532,4.45932758395968e-05,0.000907851740482434,2.42871619500697
"4529","PLPHP_HUMAN","O94903","O94903","PLPBP","Pyridoxal phosphate homeostasis protein",1700500,1790323.33634636,1807835.33724257,1808909.07835847,1774521.84137452,1779910.83721288,1791146.95512436,1784379.37737695,0.0244557620389294,20.7370396595556,1.13275212739228,0.293867372910591,0.430152840523149,-6.80543808291695
"4530","PLPL2_HUMAN","Q96AD5","Q96AD5","PNPLA2","Patatin-like phospholipase domain-containing protein 2",661480.999999999,567233.527150893,720871.620733559,687314.997368411,652416.583735702,570539.438410079,567033.732931816,642424.613023416,0.140993477350939,19.2437927989606,1.70630965398171,0.130811894422932,0.239359323660828,-6.08891785186459
"4531","PLPL6_HUMAN","Q8IY17","Q8IY17","PNPLA6","Patatin-like phospholipase domain-containing protein 6",409372.000000001,422397.755741748,409883.127448716,375311.663905218,391310.015505657,370527.32407578,386158.898550383,390494.759506487,0.0970105704185471,18.5649304045411,2.45810228565539,0.0428810066359935,0.104279781311809,-4.99051974862564
"4532","PLPP_HUMAN","Q96GD0","Q96GD0","PDXP","Chronophin",512399,519055.712294293,535237.771883174,531855.830989833,551125.885914343,562989.920882386,557582.579119898,539996.960256593,-0.0487253018012055,19.0148538514684,-2.21026932784922,0.0619749197735419,0.137198101382732,-5.36249338888972
"4533","PLPP6_HUMAN","Q8IY26","Q8IY26","PLPP6","Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6",500,68452.7275867242,504.527558657209,57829.4056740354,505.463906564343,506.127471892128,79030.5228766941,61997.034765117,-0.063173626240113,12.4822494249397,-0.0240069543839275,0.981503306920745,0.99010384492086,-7.47540781232783
"4534","PLPR2_HUMAN","Q96GM1","Q96GM1","PLPPR2","Phospholipid phosphatase-related protein type 2",34047.6,29658.0776338097,27389.6755755193,30192.8533837262,27420.1527564762,25504.0166333781,35040.8279935185,33890.780497421,0.0231596957784941,14.8641265560785,0.191012619547848,0.853826292113429,0.905471286989928,-7.45505938819459
"4535","PLPR3_HUMAN","Q6T4P5","Q6T4P5","PLPPR3","Phospholipid phosphatase-related protein type 3",448670,439516.928147525,420949.286453117,437265.813409677,468892.46020527,456940.557495415,441714.380752977,442311.198628872,-0.0247325658544781,18.737868289437,-0.742249691589594,0.481601367264754,0.607553548655398,-7.17424087684386
"4536","PLRG1_HUMAN","O43660","O43660","PLRG1","Pleiotropic regulator 1",2770500.00000001,2645407.59939923,2687513.47680111,2653160.84913224,2812475.37095195,2883181.48440567,2847166.71804838,3001771.16972272,-0.0712888409682364,21.3826208919574,-2.74566246225501,0.0280915075416989,0.0762275844913903,-4.55534401897131
"4537","PLRKT_HUMAN","Q9HBL7","Q9HBL7","PLGRKT","Plasminogen receptor (KT)",624055,554402.909824792,586885.97533551,539225.575821574,573263.466360718,559295.43875025,551517.566625131,540380.509614523,0.0761407337978426,19.085413263285,1.55008223953213,0.164159703171731,0.281219379358675,-6.29944414372083
