ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human),28/1197,212/8659,0.634389328045941,0.913294002182773,0.726104310846536,9049/3839/2771/5579/5925/2052/3326/2773/7184/6256/4790/5595/896/207/409/5605/6774/6776/6777/6197/113/3838/2885/9446/182/5604/1545/990,28
hsa03430,Mismatch repair - Homo sapiens (human),3/1197,23/8659,0.634615167679872,0.913294002182773,0.726104310846536,4292/57804/9156,3
hsa04330,Notch signaling pathway - Homo sapiens (human),8/1197,62/8659,0.639304681719849,0.916059955191645,0.728303351241569,4242/8650/182/2033/151636/1387/83737/55851,8
hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human),6/1197,47/8659,0.647465303069595,0.916074837689429,0.728315183407083,5579/3098/207/3099/5330/5331,6
hsa04970,Salivary secretion - Homo sapiens (human),12/1197,93/8659,0.647617861085579,0.916074837689429,0.728315183407083,1471/6522/5579/490/493/952/2776/113/4069/5330/5331/3709,12
hsa05323,Rheumatoid arthritis - Homo sapiens (human),12/1197,93/8659,0.647617861085579,0.916074837689429,0.728315183407083,7097/7040/1514/3683/526/528/529/523/9114/10312/3606/9296,12
hsa01521,EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human),10/1197,79/8659,0.667699769145392,0.932225662448407,0.741155718276679,5579/5336/4763/3716/5595/207/5605/6774/2885/5604,10
hsa04972,Pancreatic secretion - Homo sapiens (human),13/1197,102/8659,0.66789610261372,0.932225662448407,0.741155718276679,760/6522/5579/490/493/952/2776/113/5906/5330/5331/3709/489,13
hsa00360,Phenylalanine metabolism - Homo sapiens (human),2/1197,16/8659,0.670301231609429,0.932225662448407,0.741155718276679,2805/259307,2
hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human),2/1197,16/8659,0.670301231609429,0.932225662448407,0.741155718276679,3073/3074,2
hsa04150,mTOR signaling pathway - Homo sapiens (human),20/1197,156/8659,0.677957849844201,0.938929072378371,0.74648519031513,5170/5579/3643/6520/526/528/1975/5595/6249/207/5605/529/523/6197/2885/8140/5604/9296/253260/9894,20
hsa05414,Dilated cardiomyopathy - Homo sapiens (human),13/1197,103/8659,0.68188398343739,0.940431660490734,0.747679806400647,7040/4000/3688/7170/3678/3676/3693/2010/113/7171/6645/3679/489,13
hsa04722,Neurotrophin signaling pathway - Homo sapiens (human),15/1197,119/8659,0.690755974169282,0.941529456637806,0.748552597104314,5170/5336/4790/5595/207/5605/4145/5601/1398/6197/7531/5906/2885/5604/5580,15
hsa04927,Cortisol synthesis and secretion - Homo sapiens (human),8/1197,65/8659,0.6927565380913,0.941529456637806,0.748552597104314,2776/113/5330/5331/3709/57552/949/84876,8
hsa05321,Inflammatory bowel disease - Homo sapiens (human),8/1197,65/8659,0.6927565380913,0.941529456637806,0.748552597104314,7097/4772/7040/3459/4790/6774/6772/3606,8
hsa05165,Human papillomavirus infection - Homo sapiens (human),43/1197,331/8659,0.69692723748472,0.941529456637806,0.748552597104314,4242/3106/3688/5925/3678/3107/3676/5315/3693/5610/4790/890/526/528/3716/5595/896/207/5605/529/523/1026/6772/5829/10134/6773/9114/2885/182/5604/2033/472/10312/545/3679/23513/5528/841/5525/5529/9296/1387/29110,43
hsa00120,Primary bile acid biosynthesis - Homo sapiens (human),2/1197,17/8659,0.703151038060161,0.941529456637806,0.748552597104314,6342/3295,2
hsa05017,Spinocerebellar ataxia - Homo sapiens (human),18/1197,143/8659,0.703251620520216,0.941529456637806,0.748552597104314,10528/4976/5579/7416/10105/207/5601/2776/54205/2959/5330/5331/3709/90550/489/56652/5695/25814,18
hsa04713,Circadian entrainment - Homo sapiens (human),12/1197,97/8659,0.705435967511105,0.941529456637806,0.748552597104314,2771/5579/2773/5595/2776/2790/113/54331/2782/2783/5330/5331,12
hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human),12/1197,97/8659,0.705435967511105,0.941529456637806,0.748552597104314,7040/4000/3688/7170/3678/3676/3693/2010/7171/6645/3679/489,12
hsa00592,alpha-Linolenic acid metabolism - Homo sapiens (human),3/1197,26/8659,0.717601493116702,0.953920057114974,0.758403607183156,9415/5321/51,3
hsa04913,Ovarian steroidogenesis - Homo sapiens (human),6/1197,51/8659,0.725636166009235,0.955928679342888,0.760000540104061,3643/5321/113/1545/641371/949,6
hsa05214,Glioma - Homo sapiens (human),9/1197,75/8659,0.726534339788497,0.955928679342888,0.760000540104061,5579/5925/5336/5595/207/5605/1026/2885/5604,9
hsa00860,Porphyrin metabolism - Homo sapiens (human),5/1197,43/8659,0.727776517203649,0.955928679342888,0.760000540104061,7389/2058/211/210/3163,5
hsa04726,Serotonergic synapse - Homo sapiens (human),14/1197,115/8659,0.736673079519386,0.963112262692725,0.765711768717384,2771/5579/2773/5595/5321/2776/2790/54331/2782/2783/5330/5331/5604/3709,14
hsa00062,Fatty acid elongation - Homo sapiens (human),3/1197,27/8659,0.741784799090096,0.963112262692725,0.765711768717384,10449/3032/641371,3
hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human),10/1197,84/8659,0.741974703887145,0.963112262692725,0.765711768717384,4000/3688/3678/3676/3693/1495/2010/6645/3679/489,10
hsa00350,Tyrosine metabolism - Homo sapiens (human),4/1197,36/8659,0.752957627044634,0.973550681842866,0.774010718590289,2954/2805/1312/259307,4
hsa04916,Melanogenesis - Homo sapiens (human),12/1197,101/8659,0.757020671644357,0.974995495386312,0.775159401642798,2771/5579/2773/5595/5605/2776/113/5330/5331/5604/2033/1387,12
hsa04960,Aldosterone-regulated sodium reabsorption - Homo sapiens (human),4/1197,37/8659,0.772210173696641,0.990703749975148,0.787648075985966,5170/5579/3643/5595,4
hsa04260,Cardiac muscle contraction - Homo sapiens (human),10/1197,87/8659,0.780751698078826,0.997794641174099,0.793285610728334,9167/27089/7170/1329/1327/1350/7384/7171/444/489,10
hsa04976,Bile secretion - Homo sapiens (human),10/1197,89/8659,0.804172686532089,1,0.795038956908889,10257/760/3156/6522/2052/6513/6256/113/57552/949,10
hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human),1/1197,11/8659,0.805544754050182,1,0.795038956908889,1728,1
hsa05202,Transcriptional misregulation in cancer - Homo sapiens (human),23/1197,193/8659,0.809619825664465,1,0.795038956908889,4221/904/4353/3684/1051/1655/7490/6256/4790/890/5371/3206/2322/1026/1031/1050/4299/4149/861/2313/4298/4208/472,23
hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human),11/1197,98/8659,0.813490534014514,1,0.795038956908889,5579/490/493/2776/113/5330/5331/3709/949/84876/25865,11
hsa05032,Morphine addiction - Homo sapiens (human),10/1197,91/8659,0.825687010078728,1,0.795038956908889,2771/5579/2773/409/2870/2790/113/54331/2782/2783,10
hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human),6/1197,58/8659,0.831377462788243,1,0.795038956908889,2771/3643/2773/207/113/8660,6
hsa05222,Small cell lung cancer - Homo sapiens (human),10/1197,92/8659,0.835746079397002,1,0.795038956908889,317/3688/5925/6256/4790/207/1164/1026/4149/54205,10
hsa00565,Ether lipid metabolism - Homo sapiens (human),5/1197,50/8659,0.839692209542655,1,0.795038956908889,387521/5048/5321/56994/10390,5
hsa04514,Cell adhesion molecules - Homo sapiens (human),18/1197,158/8659,0.844142917879347,1,0.795038956908889,920/3106/3688/5788/3107/3684/4684/3384/3676/4267/5175/3683/3385/6383/6404/5819/2734/50848,18
hsa04936,Alcoholic liver disease - Homo sapiens (human),16/1197,142/8659,0.844806409162941,1,0.795038956908889,6319/34/4790/207/5601/6416/223/2194/1374/224/31/8737/841/51/10645/29110,16
hsa04657,IL-17 signaling pathway - Homo sapiens (human),10/1197,94/8659,0.854511509950418,1,0.795038956908889,3326/7184/3727/1051/4790/7128/5595/5601/841/29110,10
hsa03450,Non-homologous end-joining - Homo sapiens (human),1/1197,13/8659,0.855652468915817,1,0.795038956908889,10111,1
hsa00590,Arachidonic acid metabolism - Homo sapiens (human),6/1197,61/8659,0.865393997888493,1,0.795038956908889,874/4048/6916/5321/22949/80142,6
hsa04213,Longevity regulating pathway - multiple species - Homo sapiens (human),6/1197,61/8659,0.865393997888493,1,0.795038956908889,847/3643/3312/207/113/8660,6
hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human),17/1197,154/8659,0.872371353197324,1,0.795038956908889,2771/7170/2773/490/493/5595/207/5501/2776/113/7171/5330/5331/5528/5525/5529/489,17
hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human),1/1197,14/8659,0.875636738486459,1,0.795038956908889,10164,1
hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),3/1197,36/8659,0.891998422505487,1,0.795038956908889,231/6652/7360,3
hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human),2/1197,26/8659,0.892308171332856,1,0.795038956908889,284098/10026,2
hsa04350,TGF-beta signaling pathway - Homo sapiens (human),11/1197,108/8659,0.897181551159584,1,0.795038956908889,7040/7037/5595/3397/2014/2033/6093/8454/9765/375387/1387,11
hsa00514,Other types of O-glycan biosynthesis - Homo sapiens (human),4/1197,47/8659,0.905710447536991,1,0.795038956908889,4242/8473/2590/79709,4
hsa04392,Hippo signaling pathway - multiple species - Homo sapiens (human),2/1197,29/8659,0.924749826985047,1,0.795038956908889,9770/6788,2
hsa04360,Axon guidance - Homo sapiens (human),19/1197,182/8659,0.930298782320582,1,0.795038956908889,5170/23380/9475/2771/3688/2773/6237/5532/4690/5336/5921/1072/5595/5530/3611/6093/1808/10507/5361,19
hsa00053,Ascorbate and aldarate metabolism - Homo sapiens (human),2/1197,30/8659,0.933339039887541,1,0.795038956908889,223/224,2
hsa04024,cAMP signaling pathway - Homo sapiens (human),24/1197,225/8659,0.935735927257741,1,0.795038956908889,4659/10257/9475/4772/2771/2773/6237/4790/490/493/5595/207/5605/5501/5601/113/5906/5604/2033/6093/51/1387/489/84876,24
hsa05218,Melanoma - Homo sapiens (human),6/1197,72/8659,0.945199178061733,1,0.795038956908889,5925/5595/207/5605/1026/5604,6
hsa04940,Type I diabetes mellitus - Homo sapiens (human),3/1197,43/8659,0.94853697917172,1,0.795038956908889,3106/3107/3329,3
hsa04975,Fat digestion and absorption - Homo sapiens (human),3/1197,43/8659,0.94853697917172,1,0.795038956908889,10999/949/10554,3
hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human),1/1197,21/8659,0.95620292008757,1,0.795038956908889,50515,1
hsa04310,Wnt signaling pathway - Homo sapiens (human),17/1197,174/8659,0.958387124477219,1,0.795038956908889,9475/4772/5579/5532/896/5601/1460/1457/5330/5331/5530/2033/8454/1387/85409/27101/8607,17
hsa02010,ABC transporters - Homo sapiens (human),3/1197,45/8659,0.958685156215742,1,0.795038956908889,10257/20/23456,3
hsa00980,Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human),6/1197,78/8659,0.967790610019728,1,0.795038956908889,874/22977/2052/2950/9446/1545,6
hsa04211,Longevity regulating pathway - Homo sapiens (human),7/1197,89/8659,0.971274120595527,1,0.795038956908889,847/3643/4790/207/113/10645/8660,7
hsa04512,ECM-receptor interaction - Homo sapiens (human),7/1197,89/8659,0.971274120595527,1,0.795038956908889,3161/3688/3678/3676/3693/961/3679,7
hsa04640,Hematopoietic cell lineage - Homo sapiens (human),8/1197,99/8659,0.972308280762592,1,0.795038956908889,920/7037/3678/951/3684/3676/952/2322,8
hsa05030,Cocaine addiction - Homo sapiens (human),3/1197,49/8659,0.973607759109227,1,0.795038956908889,2771/2773/4790,3
hsa03040,Spliceosome - Homo sapiens (human),21/1197,216/8659,0.973624529908934,1,0.795038956908889,9128/9129/10465/10286/24148/6627/3312/1655/4809/6633/7307/10291/10713/10523/57187/9984/84321/153527/10929/56949/22827,21
hsa04978,Mineral absorption - Homo sapiens (human),4/1197,60/8659,0.974147832628688,1,0.795038956908889,490/493/3163/7779,4
hsa05330,Allograft rejection - Homo sapiens (human),2/1197,38/8659,0.975345228386584,1,0.795038956908889,3106/3107,2
hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human),37/1197,359/8659,0.982760915959741,1,0.795038956908889,5170/7097/3688/3643/3326/3678/3676/7184/3693/6256/4790/3716/1975/10971/5595/896/207/7529/5605/2322/1026/6850/2790/54331/7531/2782/2783/2885/7534/5604/3679/5528/5525/5585/5586/5529/5106,37
hsa04911,Insulin secretion - Homo sapiens (human),6/1197,86/8659,0.98473092318604,1,0.795038956908889,5579/6513/2776/113/5330/5331,6
hsa05332,Graft-versus-host disease - Homo sapiens (human),2/1197,42/8659,0.98520892489523,1,0.795038956908889,3106/3107,2
hsa04744,Phototransduction - Homo sapiens (human),1/1197,29/8659,0.986727174266421,1,0.795038956908889,2782,1
hsa04630,JAK-STAT signaling pathway - Homo sapiens (human),14/1197,166/8659,0.988265894899565,1,0.795038956908889,10254/3459/3716/896/207/1026/6774/6772/6776/6777/6773/2885/2033/1387,14
hsa04390,Hippo signaling pathway - Homo sapiens (human),13/1197,157/8659,0.988494405988287,1,0.795038956908889,7040/10971/896/7529/1495/5501/3397/7531/7534/6788/23513/85409/27113,13
hsa00591,Linoleic acid metabolism - Homo sapiens (human),1/1197,30/8659,0.988568144417417,1,0.795038956908889,5321,1
hsa00830,Retinol metabolism - Homo sapiens (human),4/1197,68/8659,0.989021067706957,1,0.795038956908889,54884/112724/10170/10901,4
hsa05031,Amphetamine addiction - Homo sapiens (human),4/1197,69/8659,0.990161471344771,1,0.795038956908889,5579/5532/5501/5530,4
hsa05204,Chemical carcinogenesis - DNA adducts - Homo sapiens (human),4/1197,70/8659,0.991188130310296,1,0.795038956908889,2052/2950/9446/1545,4
hsa04136,Autophagy - other - Homo sapiens (human),1/1197,32/8659,0.991519936852227,1,0.795038956908889,10533,1
hsa04020,Calcium signaling pathway - Homo sapiens (human),23/1197,253/8659,0.992172710434791,1,0.795038956908889,4772/5579/5532/5336/490/7416/493/952/10105/2776/113/5330/5331/5530/444/6786/2185/3709/90550/489/5257/84876/5025,23
hsa04710,Circadian rhythm - Homo sapiens (human),1/1197,34/8659,0.993710023736438,1,0.795038956908889,8454,1
hsa04672,Intestinal immune network for IgA production - Homo sapiens (human),2/1197,49/8659,0.994051330324013,1,0.795038956908889,7040/3676,2
hsa00140,Steroid hormone biosynthesis - Homo sapiens (human),3/1197,62/8659,0.994244394966055,1,0.795038956908889,1312/1545/51170,3
hsa05226,Gastric cancer - Homo sapiens (human),11/1197,149/8659,0.995311308796921,1,0.795038956908889,7040/5925/6256/5595/207/1495/5605/1026/4292/2885/5604,11
hsa00512,Mucin type O-glycan biosynthesis - Homo sapiens (human),1/1197,36/8659,0.995334840744347,1,0.795038956908889,2590,1
hsa05034,Alcoholism - Homo sapiens (human),15/1197,188/8659,0.995527604462745,1,0.795038956908889,2771/2773/5595/5501/2790/54331/2782/2783/2885/5604/3177/10645/2030/55315/10013,15
hsa05320,Autoimmune thyroid disease - Homo sapiens (human),2/1197,53/8659,0.99649304545791,1,0.795038956908889,3106/3107,2
hsa05206,MicroRNAs in cancer - Homo sapiens (human),28/1197,310/8659,0.996548780829759,1,0.795038956908889,2744/5579/3678/7431/5336/3925/4790/1786/5595/995/6541/5962/5605/1026/6774/1398/2885/5604/2033/472/6093/1545/27250/1387/1789/8660/6768/1788,28
hsa04340,Hedgehog signaling pathway - Homo sapiens (human),2/1197,56/8659,0.997648143384671,1,0.795038956908889,409/8454,2
hsa05224,Breast cancer - Homo sapiens (human),10/1197,147/8659,0.997686181240979,1,0.795038956908889,5925/5595/207/5605/1026/2885/182/4791/5604/8202,10
hsa04610,Complement and coagulation cascades - Homo sapiens (human),4/1197,86/8659,0.998581863857607,1,0.795038956908889,2162/3684/2153/5329,4
hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human),8/1197,143/8659,0.999566937133898,1,0.795038956908889,3716/5595/207/5605/6774/3397/2885/5604,8
hsa00982,Drug metabolism - cytochrome P450 - Homo sapiens (human),2/1197,72/8659,0.999731051284192,1,0.795038956908889,2950/9446,2
hsa04974,Protein digestion and absorption - Homo sapiens (human),4/1197,103/8659,0.999816445658158,1,0.795038956908889,6520/5547/6510/54407,4
hsa05217,Basal cell carcinoma - Homo sapiens (human),1/1197,63/8659,0.999918037025031,1,0.795038956908889,1026,1
hsa05150,Staphylococcus aureus infection - Homo sapiens (human),3/1197,96/8659,0.999921202065146,1,0.795038956908889,3684/3683/6404,3
hsa04742,Taste transduction - Homo sapiens (human),2/1197,86/8659,0.999961231525777,1,0.795038956908889,5330/5331,2
hsa05322,Systemic lupus erythematosus - Homo sapiens (human),4/1197,137/8659,0.99999752550085,1,0.795038956908889,81/6741/1511/87,4
hsa04061,Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human),1/1197,100/8659,0.99999968479551,1,0.795038956908889,3606,1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),9/1197,297/8659,0.999999999973069,1,0.795038956908889,4982/7040/920/3459/943/970/3603/3606/3556,9
hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human),4/1197,367/8659,1,1,0.795038956908889,2908/1511/5029/5025,4
hsa04740,Olfactory transduction - Homo sapiens (human),4/1197,439/8659,1,1,0.795038956908889,409/83988/2782/125963,4
